0,30.001
0.54371,45.356
2.1463,60.546
5.0501,75.644
10.528,90.375
21.429,103.16
34.976,114.4
49.911,124.39
68.817,128
87.262,124.53
101.6,114.67
112.83,102.56
119.29,88.621
124.29,74.325
127.18,59.691
127.68,44.889
128,30.155
11.605,18.384
15.534,9.7653
24.615,4.0228
36.141,2.2154
47.309,4.9559
81.731,1.7791
93.36,7.1054e-15
104.97,1.7265
114.18,7.4288
119.8,15.326
65.214,26.177
65.206,35.685
65.348,45.225
65.744,54.658
47.557,63.077
57.022,64.957
66.481,66.167
76.152,64.479
84.487,60.574
27.004,27.047
35.8,23.932
45.387,24.748
53.137,29.008
43.926,31.103
34.387,31.328
77.404,28.323
86.379,24.907
96.284,23.909
104.79,27.49
96.344,31.099
86.558,30.793
43.177,83.574
48.04,76.651
56.983,72.805
67.106,72.268
78.274,71.588
88.284,75.06
89.949,83.1
84.75,93.441
77.257,102.87
64.377,107.07
52.375,102.93
46.428,93.588
49.015,86.15
55.064,79.366
67.638,77.084
80.355,76.717
85.049,84.48
77.975,92.087
64.992,99.881
52.278,93.057
