0,30.273
1.0319,45.524
5.776,60.16
9.9413,75.023
18.428,88.368
26.979,101.66
36.011,114.58
49.718,123.76
65.964,128
83.213,126.22
97.494,117.01
109.72,105.56
116.03,90.995
120.85,75.844
123.93,60.296
126.87,44.81
128,29.117
14.448,7.3085
19.407,0.83782
28.257,-1.4211e-14
37.161,1.1159
45.854,3.0045
78.784,4.2278
87.356,1.6477
96.448,1.5001
105.44,2.5445
112.95,6.7932
62.535,25.47
62.929,35.208
63.027,44.882
63.457,54.446
52.027,62.078
58.049,62.516
64.062,62.792
69.285,62.386
74.218,60.912
23.28,24.596
30.318,20.172
38.935,21.065
46.033,25.452
38.405,28.364
30.143,28.442
79.465,24.786
86.365,20.532
94.706,20.583
101.55,24.761
94.603,28.419
86.493,28.206
45.834,85.818
49.599,79.026
54.948,73.158
62.838,73.937
71.605,72.629
78.833,77.432
83.045,84.493
80.892,93.69
74.088,100.53
64.014,102.1
54.909,99.715
48.033,93.996
49.207,86.908
55.204,80.919
64.109,79.35
73.598,79.114
79.877,85.313
73.989,91.592
64.84,92.9
55.506,92.684
