-1.4211e-14,20.896
0.8932,38.358
2.6021,55.659
5.4841,72.85
9.2185,89.792
17.154,105.17
30.297,116.75
45.743,125.05
62.985,128
80.87,124.92
97.383,117.58
109.55,104.59
118.01,88.767
122.99,71.781
125.62,53.982
127.49,36.318
128,18.543
8.0776,10.334
16.574,3.3088
27.734,2.1749
38.856,3.9652
49.028,8.6624
74.314,6.2435
84.507,2.6636
94.968,0
105.56,1.6899
114.45,7.4619
62.985,16.78
62.55,29.194
62.176,41.532
61.571,53.784
48.975,63.231
55.516,65.167
62.26,65.886
69.878,64.963
76.945,62.095
19.59,24.291
28.558,19.135
38.819,20.417
46.332,27.322
37.106,27.692
27.916,27.761
76.503,27.223
84.298,19.586
95.145,18.344
104.72,23.499
95.936,27.601
86.163,27.934
38.479,80.969
46.521,77.866
54.685,75.029
63.046,76.102
71.907,75.588
80.049,79.301
88.483,82.239
79.813,84.673
72.068,89.598
63.261,90.302
54.299,89.517
46.598,84.817
44.581,80.956
50.68,81.054
62.699,81.415
75.719,81.577
82.104,81.805
75.488,81.718
62.695,81.556
50.481,81.15
