1.4211e-14,39.771
1.1651,53.874
4.5082,67.664
10.247,80.808
17.77,93.267
26.82,104.71
38.21,114.66
50.262,123.74
65.014,128
80.389,124.83
92.896,115.77
104.18,105.63
112.76,93.584
120.57,81.007
125.22,67.336
127.59,53.315
128,39.035
8.3098,18.498
15.331,5.7116
30.507,0.58114
46.885,1.3582
57.41,11.764
64.632,8.159
76.937,-1.4211e-14
92.897,1.1308
108.5,3.7283
115.43,15.429
61.253,22.381
60.921,31.977
60.559,41.473
60.535,51.007
46.358,59.172
52.872,62.415
60.255,63.027
68.829,62.704
76.065,58.654
24.279,28.562
30.604,24.198
38.746,24.663
45.975,27.974
39.205,31.566
31.331,31.564
78.937,27.236
85.728,23.4
93.808,23.606
100.56,27.409
93.657,30.49
85.85,30.277
41,87.553
45.135,79.296
51.836,72.787
61.512,72.316
71.085,72.541
78.662,77.821
84.786,84.578
81.434,94.59
73.237,101.83
62.062,104.35
52.494,102.02
45.559,95.509
44.256,87.053
50.603,78.604
61.651,76.844
73.812,77.83
82.708,85.497
73.833,93.376
61.956,96.337
52.028,93.284
