1.238,27.086
-2.8422e-14,44.254
0.47322,61.406
3.2617,78.149
8.4179,94.483
18.4,108.56
30.937,120.37
47.073,126.53
64.365,128
81.144,125.83
96.737,120.17
108.47,108.37
118.16,94.918
124.11,79.589
126.96,63.407
128,46.938
127.48,30.511
6.4033,12.014
15.664,5.8603
26.552,3.8092
37.697,5.019
47.983,9.1303
73.852,6.4093
84.14,2.5752
94.781,0
105.21,2.992
113.88,9.5278
62.486,23.154
61.954,36.758
61.603,50.404
61.298,63.926
47.199,71.491
53.653,72.94
60.242,73.345
68.094,72.503
75.215,69.26
19.161,28.776
27.925,23.035
38.469,24.616
45.615,32.201
36.488,32.345
27.343,32.221
76.199,30.836
83.227,22.518
94.132,20.553
103.05,26.497
95.027,31.143
85.569,31.131
41.046,92.961
47.131,87.508
54.272,83.615
62.236,84.033
70.753,83.031
78.715,86.487
84.888,92.336
78.212,96.689
70.845,99.836
63.041,100.96
55.046,100.09
47.597,97.37
46.367,90.561
51.637,90.586
62.299,91.394
73.779,90.027
79.354,90.194
73.674,90.136
62.441,91.538
51.574,90.745
