-1.4211e-14,36.578
2.087,52.111
4.9405,67.342
9.9967,81.89
18.261,94.551
27.351,106.49
38.99,115.86
50.777,124.79
64.48,128
79.153,125.25
91.687,116.39
103.75,106.77
114.4,95.303
121.86,81.3
125.35,65.744
127.05,49.606
128,33.508
9.6726,16.788
18.042,5.4187
31.733,2.9229
45.617,1.8987
58.546,6.8475
66.773,5.5061
80.367,0.38797
94.72,7.1054e-15
108.8,3.0877
116.89,15.167
62.081,16.557
61.701,27.722
61.156,38.934
60.881,50.029
46.585,59.997
53.81,63.877
61.836,64.329
69.62,63.928
76.652,60.328
25.83,24.941
32.583,19.99
40.648,20.406
47.207,25.571
39.99,27.678
32.636,27.95
78.567,23.976
85.375,18.551
93.869,18.086
101.11,22.673
93.961,25.951
86.123,25.979
39.939,85.061
47.237,80.822
54.417,76.606
62.199,78.072
70.88,76.397
79.233,80.083
87.55,83.75
79.758,87.867
71.794,91.22
63.3,92.49
55.208,91.13
47.548,88.12
44.868,84.081
53.728,82.469
62.498,83.361
73.319,82.504
84.015,83.472
73.242,82.714
62.616,83.502
53.631,82.737
