7.1054e-15,24.492
0.3213,41.793
3.3299,58.963
6.9964,75.947
13.277,92.007
21.957,106.9
34.53,118.85
50.049,126.26
67.044,128
82.976,125.39
97.184,117.49
108.2,105.59
116.31,91.621
123.27,76.988
125.92,60.973
127.53,44.734
128,28.556
12.055,7.1078
17.823,0.49513
26.944,0
36.01,1.0862
44.973,2.5233
78.603,4.5333
87.97,3.1817
97.163,1.4384
106.41,2.6049
113.19,8.7002
63.432,16.493
64.087,29.927
65.071,43.442
65.197,56.751
47.649,64.892
56.612,67.881
65.636,70.029
73.131,67.847
79.903,64.277
23.144,21.59
30.313,15.721
39.721,17.028
47.241,22.773
39.085,24.194
30.83,24.425
77.304,23.77
85.123,17.281
94.906,15.666
102.64,21.639
94.459,24.208
85.855,24.518
38.898,87.175
47.284,82.861
56.19,80.134
65.334,81.353
73.733,79.028
82.274,80.395
89.787,84.705
82.01,89.079
74.547,93.874
65.882,94.529
56.387,94.859
47.705,90.716
45.983,87.33
55.784,86.501
65.499,86.755
74.38,85.196
83.273,85.09
74.285,85.383
65.53,87.121
55.684,86.852
