0,23.66
3.3619,40.429
7.0764,57.016
11.215,73.408
16.43,89.653
26.278,103.72
38.415,116.38
52.675,126.47
70.08,128
85.896,123.71
98.994,114.1
109.75,102.45
117.79,88.779
122.49,73.926
125.81,58.515
127.72,43.116
128,27.597
13.096,7.6291
19.881,1.3689
29.509,0
39.128,1.0129
48.52,3.3631
78.236,2.6394
88.819,0.68777
99.592,0.71282
110.13,2.3152
117.11,9.4137
67.419,22.473
68.078,33.828
68.284,45.097
68.832,56.344
55.702,62.351
61.976,63.825
68.331,64.315
74.264,63.348
79.853,61.536
27.034,22.091
34.417,16.792
43.733,17.61
50.996,23.1
42.892,23.935
34.72,24.301
82.676,23.463
88.394,17.299
97.414,17.615
104.65,22.476
97.59,24.712
90.093,24.253
44.872,81.502
52.034,77.682
59.906,75.509
67.943,76.62
75.761,74.688
83.674,76.597
91.001,79.931
84.219,85.183
76.413,88.725
67.823,90.03
59.334,89.439
51.569,86.369
51.635,81.334
59.575,80.011
67.579,80.953
74.733,80.101
81.813,80.149
74.748,80.543
67.837,81.385
59.668,80.454
