0,41.931
1.9857,57.149
4.8699,72.205
8.3962,87.18
15.916,100.55
25.854,112.42
39.985,119.46
54.642,125.06
70.152,128
84.378,125.56
97.877,120.87
108.18,111.31
116.18,99.835
121.3,86.896
124.13,73.365
125.24,59.656
128,46.114
14.143,10.53
20.357,5.0133
28.396,2.3885
36.741,1.1095
45.215,0.94583
83.255,1.5901
92.558,-1.4211e-14
101.83,0.74471
110.39,4.2456
118.47,8.7746
65.981,23.238
66.191,31.53
66.564,39.738
66.357,47.874
56.526,59.233
61.921,58.605
67.253,58.636
72.519,59.079
77.677,60.136
26.326,24.46
32.275,17.03
42.103,16.593
48.971,23.174
41.485,25.393
33.814,26.303
82.142,24.528
89.687,17.239
100.54,17.242
106.64,25.401
98.435,25.823
90.249,25.429
46.198,81.947
52.569,76.231
60.131,72.171
68.29,73.993
76.083,71.829
82.457,77.56
89.542,82.068
82.903,83.973
76.125,85.205
69.318,85.946
61.415,85.328
53.731,83.784
55.719,78.686
61.928,77.718
68.104,77.468
74.555,77.896
80.709,79.309
74.447,78.029
68.152,77.966
61.879,78.016
