0,23.062
0.19881,41.646
3.2224,59.97
7.4329,77.962
12.722,95.659
21.093,111.64
34.788,121.97
50.789,126.36
67.364,128
82.381,126.12
95.865,118.13
106.64,106.31
113.69,91.31
118.36,75.14
122.08,58.73
125.55,42.244
128,25.533
10.886,12.948
18.308,3.4103
29.584,1.2603
41.147,2.3841
52.546,4.2303
75.543,6.3537
85.884,1.3955
97.003,0
107.42,4.3876
114.49,13.827
66.4,17.974
66.615,30.247
66.734,42.455
66.814,54.619
50.672,62.972
58.921,64.526
67.122,64.975
74.091,64.167
80.901,62.746
22.379,23.653
31.646,18.559
41.865,19.775
49.896,26.82
40.323,28.262
30.746,28.387
79.611,25.302
87.306,17.959
97.287,16.421
106.52,20.824
98.464,25.947
88.965,25.899
40.486,82.828
48.829,79.563
57.219,76.776
65.759,77.94
74.078,76.431
82.156,79.516
89.997,83.026
81.776,86.859
74.552,92.892
65.718,93.663
56.61,92.926
48.969,86.97
46.83,84.183
53.175,84.18
65.825,84.28
77.976,83.679
83.986,83.74
77.806,83.78
65.795,84.354
53,84.208
