0.23677,15.302
-1.4211e-14,33.144
3.2227,50.701
5.7506,68.39
13.618,84.626
23.599,99.57
36.258,112.62
51.037,123.1
68.606,128
84.29,121.94
97.313,111.41
107.69,98.347
116.31,84.319
122.59,69.022
125.03,52.714
127.28,36.518
128,20.181
12.233,8.7278
20.847,3.4801
31.142,2.9448
41.376,4.2874
49.577,9.9785
78.354,9.9347
85.981,2.7777
96.718,0.62326
107.53,1.4211e-14
116.67,5.1284
66.561,16.78
66.999,27.857
67.138,38.997
67.271,49.952
52.766,53.355
59.886,57.115
67.669,59.1
75.186,57.583
81.358,53.318
22.916,20.973
31.951,18.14
41.446,18.127
50.724,20.039
41.42,21.647
32.1,22.229
83.087,19.374
91.785,15.723
101.08,14.978
109.39,18.839
100.63,20.694
91.787,20.897
42.341,78.679
46.693,69.714
56.745,66.888
67.281,67.907
77.608,65.809
87.29,69.596
92.131,78.401
86.777,86.228
78.893,91.63
69.569,94.067
58.615,92.343
49.179,86.958
48.521,78.013
54.623,73.752
67.793,74.128
80.735,72.545
86.469,77.14
79.849,81.988
67.268,84.034
54.604,82.024
